"","annotation","subannotation"
"O4.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"P6.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"A7.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"B12.MAA000435.3_10_M.1.1","Inner Bulge",NA
"C16.MAA000435.3_10_M.1.1","Outer Bulge",NA
"D19.MAA000435.3_10_M.1.1","Outer Bulge",NA
"N1.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"O5.MAA000435.3_10_M.1.1","Inner Bulge",NA
"P7.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"D21.MAA000435.3_10_M.1.1","Outer Bulge",NA
"B13.MAA000435.3_10_M.1.1","Inner Bulge",NA
"C17.MAA000435.3_10_M.1.1","Outer Bulge",NA
"P8.MAA000435.3_10_M.1.1","Inner Bulge",NA
"B16.MAA000435.3_10_M.1.1","Outer Bulge",NA
"K17.MAA000435.3_10_M.1.1","Outer Bulge",NA
"O6.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"B17.MAA000435.3_10_M.1.1","Outer Bulge",NA
"C20.MAA000435.3_10_M.1.1","Outer Bulge",NA
"E2.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"F5.MAA000435.3_10_M.1.1","Basal IFE",NA
"H10.MAA000435.3_10_M.1.1","Inner Bulge",NA
"I13.MAA000435.3_10_M.1.1","Inner Bulge",NA
"K19.MAA000435.3_10_M.1.1","Outer Bulge",NA
"L21.MAA000435.3_10_M.1.1","Outer Bulge",NA
"N5.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"O8.MAA000435.3_10_M.1.1","Inner Bulge",NA
"P10.MAA000435.3_10_M.1.1","Inner Bulge",NA
"O7.MAA000435.3_10_M.1.1","Cell Cycle",NA
"P9.MAA000435.3_10_M.1.1","Inner Bulge",NA
"I14.MAA000435.3_10_M.1.1","Inner Bulge",NA
"J17.MAA000435.3_10_M.1.1","Outer Bulge",NA
"K20.MAA000435.3_10_M.1.1","Inner Bulge",NA
"L22.MAA000435.3_10_M.1.1","Outer Bulge",NA
"O9.MAA000435.3_10_M.1.1","Inner Bulge",NA
"P11.MAA000435.3_10_M.1.1","Inner Bulge",NA
"B20.MAA000435.3_10_M.1.1","Outer Bulge",NA
"D1.MAA000435.3_10_M.1.1","Basal IFE",NA
"E5.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"B18.MAA000435.3_10_M.1.1","Outer Bulge",NA
"C21.MAA000435.3_10_M.1.1","Outer Bulge",NA
"E4.MAA000435.3_10_M.1.1","Basal IFE",NA
"F6.MAA000435.3_10_M.1.1","Basal IFE",NA
"P12.MAA000435.3_10_M.1.1","Inner Bulge",NA
"B21.MAA000435.3_10_M.1.1","Outer Bulge",NA
"D2.MAA000435.3_10_M.1.1","Basal IFE",NA
"I16.MAA000435.3_10_M.1.1","Outer Bulge",NA
"M1.MAA000435.3_10_M.1.1","Inner Bulge",NA
"N7.MAA000435.3_10_M.1.1","Basal IFE",NA
"O10.MAA000435.3_10_M.1.1","Inner Bulge",NA
"M2.MAA000435.3_10_M.1.1","Inner Bulge",NA
"D3.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"E7.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"G11.MAA000435.3_10_M.1.1","Inner Bulge",NA
"J20.MAA000435.3_10_M.1.1","Outer Bulge",NA
"L1.MAA000435.3_10_M.1.1","Outer IFE",NA
"M3.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"N8.MAA000435.3_10_M.1.1","Inner Bulge",NA
"N9.MAA000435.3_10_M.1.1","Inner Bulge",NA
"O12.MAA000435.3_10_M.1.1","Inner Bulge",NA
"P14.MAA000435.3_10_M.1.1","Inner Bulge",NA
"O11.MAA000435.3_10_M.1.1","Inner Bulge",NA
"P13.MAA000435.3_10_M.1.1","Inner Bulge",NA
"B22.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"M4.MAA000435.3_10_M.1.1","Inner Bulge",NA
"N10.MAA000435.3_10_M.1.1","Inner Bulge",NA
"O13.MAA000435.3_10_M.1.1","Inner Bulge",NA
"P15.MAA000435.3_10_M.1.1","Inner Bulge",NA
"C2.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"D5.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"C1.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"D4.MAA000435.3_10_M.1.1","Cell Cycle",NA
"E8.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"E9.MAA000435.3_10_M.1.1","Inner Bulge",NA
"O14.MAA000435.3_10_M.1.1","Inner Bulge",NA
"P16.MAA000435.3_10_M.1.1","Outer Bulge",NA
"C3.MAA000435.3_10_M.1.1","Inner Bulge",NA
"D6.MAA000435.3_10_M.1.1","Basal IFE",NA
"F12.MAA000435.3_10_M.1.1","Basal IFE",NA
"G13.MAA000435.3_10_M.1.1","Inner Bulge",NA
"M6.MAA000435.3_10_M.1.1","Basal IFE",NA
"N11.MAA000435.3_10_M.1.1","Inner Bulge",NA
"L4.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"C4.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"D7.MAA000435.3_10_M.1.1","Inner Bulge",NA
"L5.MAA000435.3_10_M.1.1","Basal IFE",NA
"M8.MAA000435.3_10_M.1.1","Inner Bulge",NA
"N13.MAA000435.3_10_M.1.1","Inner Bulge",NA
"O16.MAA000435.3_10_M.1.1","Outer Bulge",NA
"P18.MAA000435.3_10_M.1.1","Inner Bulge",NA
"N12.MAA000435.3_10_M.1.1","Inner Bulge",NA
"O15.MAA000435.3_10_M.1.1","Inner Bulge",NA
"L6.MAA000435.3_10_M.1.1","Basal IFE",NA
"M9.MAA000435.3_10_M.1.1","Inner Bulge",NA
"N14.MAA000435.3_10_M.1.1","Inner Bulge",NA
"O17.MAA000435.3_10_M.1.1","Outer Bulge",NA
"P19.MAA000435.3_10_M.1.1","Outer Bulge",NA
"C6.MAA000435.3_10_M.1.1","Basal IFE",NA
"E13.MAA000435.3_10_M.1.1","Inner Bulge",NA
"C5.MAA000435.3_10_M.1.1","Outer IFE",NA
"D8.MAA000435.3_10_M.1.1","Inner Bulge",NA
"E12.MAA000435.3_10_M.1.1","Inner Bulge",NA
"G16.MAA000435.3_10_M.1.1","Outer Bulge",NA
"F15.MAA000435.3_10_M.1.1","Inner Bulge",NA
"O18.MAA000435.3_10_M.1.1","Outer Bulge",NA
"P20.MAA000435.3_10_M.1.1","Outer Bulge",NA
"C7.MAA000435.3_10_M.1.1","Outer IFE",NA
"D10.MAA000435.3_10_M.1.1","Inner Bulge",NA
"E14.MAA000435.3_10_M.1.1","Inner Bulge",NA
"F16.MAA000435.3_10_M.1.1","Outer Bulge",NA
"G17.MAA000435.3_10_M.1.1","Outer Bulge",NA
"H22.MAA000435.3_10_M.1.1","Outer Bulge",NA
"J2.MAA000435.3_10_M.1.1","Outer IFE",NA
"K4.MAA000435.3_10_M.1.1","Basal IFE",NA
"L7.MAA000435.3_10_M.1.1","Basal IFE",NA
"M10.MAA000435.3_10_M.1.1","Inner Bulge",NA
"N15.MAA000435.3_10_M.1.1","Inner Bulge",NA
"C8.MAA000435.3_10_M.1.1","Inner Bulge",NA
"D11.MAA000435.3_10_M.1.1","Inner Bulge",NA
"E15.MAA000435.3_10_M.1.1","Inner Bulge",NA
"F17.MAA000435.3_10_M.1.1","Outer Bulge",NA
"G19.MAA000435.3_10_M.1.1","Outer Bulge",NA
"I1.MAA000435.3_10_M.1.1","Basal IFE",NA
"J4.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"K6.MAA000435.3_10_M.1.1","Basal IFE",NA
"L9.MAA000435.3_10_M.1.1","Inner Bulge",NA
"M12.MAA000435.3_10_M.1.1","Inner Bulge",NA
"L8.MAA000435.3_10_M.1.1","Inner Bulge",NA
"M11.MAA000435.3_10_M.1.1","Outer IFE",NA
"N16.MAA000435.3_10_M.1.1","Outer Bulge",NA
"O19.MAA000435.3_10_M.1.1","Outer Bulge",NA
"P21.MAA000435.3_10_M.1.1","Outer Bulge",NA
"N17.MAA000435.3_10_M.1.1","Outer Bulge",NA
"F18.MAA000435.3_10_M.1.1","Inner Bulge",NA
"G20.MAA000435.3_10_M.1.1","Inner Bulge",NA
"I2.MAA000435.3_10_M.1.1","Basal IFE",NA
"J5.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"K8.MAA000435.3_10_M.1.1","Inner Bulge",NA
"L10.MAA000435.3_10_M.1.1","Inner Bulge",NA
"M13.MAA000435.3_10_M.1.1","Inner Bulge",NA
"N18.MAA000435.3_10_M.1.1","Outer Bulge",NA
"O21.MAA000435.3_10_M.1.1","Outer Bulge",NA
"O20.MAA000435.3_10_M.1.1","Outer Bulge",NA
"P22.MAA000435.3_10_M.1.1","Outer Bulge",NA
"C9.MAA000435.3_10_M.1.1","Inner Bulge",NA
"D12.MAA000435.3_10_M.1.1","Inner Bulge",NA
"E16.MAA000435.3_10_M.1.1","Outer Bulge",NA
"C10.MAA000435.3_10_M.1.1","Inner Bulge",NA
"M14.MAA000435.3_10_M.1.1","Inner Bulge",NA
"N19.MAA000435.3_10_M.1.1","Outer Bulge",NA
"O22.MAA000435.3_10_M.1.1","Inner Bulge",NA
"B7.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"C11.MAA000435.3_10_M.1.1","Inner Bulge",NA
"D14.MAA000435.3_10_M.1.1","Inner Bulge",NA
"D13.MAA000435.3_10_M.1.1","Inner Bulge",NA
"E18.MAA000435.3_10_M.1.1","Outer Bulge",NA
"F20.MAA000435.3_10_M.1.1","Outer Bulge",NA
"G22.MAA000435.3_10_M.1.1","Outer Bulge",NA
"E17.MAA000435.3_10_M.1.1","Outer Bulge",NA
"I3.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"J6.MAA000435.3_10_M.1.1","Basal IFE",NA
"K9.MAA000435.3_10_M.1.1","Inner Bulge",NA
"L11.MAA000435.3_10_M.1.1","Inner Bulge",NA
"B8.MAA000435.3_10_M.1.1","Inner Bulge",NA
"C12.MAA000435.3_10_M.1.1","Inner Bulge",NA
"D15.MAA000435.3_10_M.1.1","Inner Bulge",NA
"I4.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"E19.MAA000435.3_10_M.1.1","Outer Bulge",NA
"F21.MAA000435.3_10_M.1.1","Outer Bulge",NA
"J7.MAA000435.3_10_M.1.1","Basal IFE",NA
"K10.MAA000435.3_10_M.1.1","Inner Bulge",NA
"L12.MAA000435.3_10_M.1.1","Inner Bulge",NA
"M15.MAA000435.3_10_M.1.1","Inner Bulge",NA
"N21.MAA000435.3_10_M.1.1","Outer Bulge",NA
"P1.MAA000435.3_10_M.1.1","Basal IFE",NA
"M16.MAA000435.3_10_M.1.1","Outer Bulge",NA
"N22.MAA000435.3_10_M.1.1","Outer Bulge",NA
"P2.MAA000435.3_10_M.1.1","Basal IFE",NA
"H1.MAA000435.3_10_M.1.1","Basal IFE",NA
"B9.MAA000435.3_10_M.1.1","Inner Bulge",NA
"C13.MAA000435.3_10_M.1.1","Inner Bulge",NA
"I5.MAA000435.3_10_M.1.1","Basal IFE",NA
"J8.MAA000435.3_10_M.1.1","Inner Bulge",NA
"K11.MAA000435.3_10_M.1.1","Inner Bulge",NA
"L13.MAA000435.3_10_M.1.1","Inner Bulge",NA
"K12.MAA000435.3_10_M.1.1","Inner Bulge",NA
"L14.MAA000435.3_10_M.1.1","Inner Bulge",NA
"M17.MAA000435.3_10_M.1.1","Outer Bulge",NA
"O1.MAA000435.3_10_M.1.1","Outer IFE",NA
"P3.MAA000435.3_10_M.1.1","Basal IFE",NA
"D16.MAA000435.3_10_M.1.1","Outer Bulge",NA
"E20.MAA000435.3_10_M.1.1","Outer Bulge",NA
"F22.MAA000435.3_10_M.1.1","Outer Bulge",NA
"H2.MAA000435.3_10_M.1.1","Basal IFE",NA
"I6.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"J9.MAA000435.3_10_M.1.1","Inner Bulge",NA
"J10.MAA000435.3_10_M.1.1","Inner Bulge",NA
"L15.MAA000435.3_10_M.1.1","Inner Bulge",NA
"M18.MAA000435.3_10_M.1.1","Outer Bulge",NA
"O2.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"P4.MAA000435.3_10_M.1.1","Basal IFE",NA
"B11.MAA000435.3_10_M.1.1","Inner Bulge",NA
"C15.MAA000435.3_10_M.1.1","Inner Bulge",NA
"D18.MAA000435.3_10_M.1.1","Outer Bulge",NA
"B10.MAA000435.3_10_M.1.1","Inner Bulge",NA
"C14.MAA000435.3_10_M.1.1","Inner Bulge",NA
"D17.MAA000435.3_10_M.1.1","Outer Bulge",NA
"E21.MAA000435.3_10_M.1.1","Outer Bulge",NA
"G1.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"H3.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"I7.MAA000435.3_10_M.1.1","Intermediate IFE",NA
"J11.MAA000435.3_10_M.1.1","Inner Bulge",NA
"L16.MAA000435.3_10_M.1.1","Outer Bulge",NA
"M20.MAA000435.3_10_M.1.1","Inner Bulge",NA
"P5.MAA000435.3_10_M.1.1","Basal IFE",NA
"E22.MAA000435.3_10_M.1.1","Outer Bulge",NA
"G2.MAA000435.3_10_M.1.1","Inner Bulge",NA
"H4.MAA000435.3_10_M.1.1","Basal IFE",NA
"I8.MAA000435.3_10_M.1.1","Inner Bulge",NA
"B7.MAA000549.3_8_M.1.1","Basal IFE",NA
"L4.MAA000549.3_8_M.1.1","Basal IFE",NA
"N10.MAA000549.3_8_M.1.1","Outer Bulge",NA
"P2.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"G4.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"I6.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"C2.MAA000549.3_8_M.1.1","Basal IFE",NA
"G5.MAA000549.3_8_M.1.1","Outer IFE",NA
"I12.MAA000549.3_8_M.1.1","Outer Bulge",NA
"L5.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"N12.MAA000549.3_8_M.1.1","Outer Bulge",NA
"P3.MAA000549.3_8_M.1.1","Basal IFE",NA
"C3.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"G6.MAA000549.3_8_M.1.1","Basal IFE",NA
"I20.MAA000549.3_8_M.1.1","Inner Bulge",NA
"L6.MAA000549.3_8_M.1.1","Basal IFE",NA
"N14.MAA000549.3_8_M.1.1","Inner Bulge",NA
"P4.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"C4.MAA000549.3_8_M.1.1","Basal IFE",NA
"G7.MAA000549.3_8_M.1.1","Basal IFE",NA
"J1.MAA000549.3_8_M.1.1","Basal IFE",NA
"L9.MAA000549.3_8_M.1.1","Outer Bulge",NA
"N16.MAA000549.3_8_M.1.1","Inner Bulge",NA
"P6.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"G8.MAA000549.3_8_M.1.1","Outer Bulge",NA
"J2.MAA000549.3_8_M.1.1","Inner Bulge",NA
"L10.MAA000549.3_8_M.1.1","Outer Bulge",NA
"N18.MAA000549.3_8_M.1.1","Inner Bulge",NA
"P7.MAA000549.3_8_M.1.1","Basal IFE",NA
"C5.MAA000549.3_8_M.1.1","Basal IFE",NA
"D1.MAA000549.3_8_M.1.1","Basal IFE",NA
"G18.MAA000549.3_8_M.1.1","Inner Bulge",NA
"J3.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"L11.MAA000549.3_8_M.1.1","Outer Bulge",NA
"N19.MAA000549.3_8_M.1.1","Inner Bulge",NA
"P8.MAA000549.3_8_M.1.1","Outer Bulge",NA
"P9.MAA000549.3_8_M.1.1","Outer Bulge",NA
"D3.MAA000549.3_8_M.1.1","Outer IFE",NA
"G21.MAA000549.3_8_M.1.1","Inner Bulge",NA
"D2.MAA000549.3_8_M.1.1","Basal IFE",NA
"G19.MAA000549.3_8_M.1.1","Inner Bulge",NA
"J4.MAA000549.3_8_M.1.1","Cell Cycle",NA
"L21.MAA000549.3_8_M.1.1","Inner Bulge",NA
"N20.MAA000549.3_8_M.1.1","Inner Bulge",NA
"J5.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"M1.MAA000549.3_8_M.1.1","Inner Bulge",NA
"N21.MAA000549.3_8_M.1.1","Inner Bulge",NA
"P10.MAA000549.3_8_M.1.1","Outer Bulge",NA
"D4.MAA000549.3_8_M.1.1","Basal IFE",NA
"P11.MAA000549.3_8_M.1.1","Outer Bulge",NA
"G22.MAA000549.3_8_M.1.1","Inner Bulge",NA
"J6.MAA000549.3_8_M.1.1","Basal IFE",NA
"M2.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"O3.MAA000549.3_8_M.1.1","Outer IFE",NA
"D8.MAA000549.3_8_M.1.1","Outer Bulge",NA
"H1.MAA000549.3_8_M.1.1","Basal IFE",NA
"J15.MAA000549.3_8_M.1.1","Inner Bulge",NA
"M5.MAA000549.3_8_M.1.1","Basal IFE",NA
"O4.MAA000549.3_8_M.1.1","Outer IFE",NA
"P12.MAA000549.3_8_M.1.1","Outer Bulge",NA
"M8.MAA000549.3_8_M.1.1","Outer Bulge",NA
"O5.MAA000549.3_8_M.1.1","Basal IFE",NA
"P13.MAA000549.3_8_M.1.1","Outer Bulge",NA
"D10.MAA000549.3_8_M.1.1","Outer Bulge",NA
"H2.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"J18.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"O6.MAA000549.3_8_M.1.1","Basal IFE",NA
"P15.MAA000549.3_8_M.1.1","Inner Bulge",NA
"D18.MAA000549.3_8_M.1.1","Inner Bulge",NA
"H3.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"J19.MAA000549.3_8_M.1.1","Inner Bulge",NA
"M12.MAA000549.3_8_M.1.1","Outer Bulge",NA
"E1.MAA000549.3_8_M.1.1","Basal IFE",NA
"H4.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"K3.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"M13.MAA000549.3_8_M.1.1","Outer Bulge",NA
"O7.MAA000549.3_8_M.1.1","Cell Cycle",NA
"P17.MAA000549.3_8_M.1.1","Inner Bulge",NA
"E2.MAA000549.3_8_M.1.1","Basal IFE",NA
"H5.MAA000549.3_8_M.1.1","Basal IFE",NA
"K4.MAA000549.3_8_M.1.1","Outer IFE",NA
"M14.MAA000549.3_8_M.1.1","Outer Bulge",NA
"O8.MAA000549.3_8_M.1.1","Outer Bulge",NA
"E7.MAA000549.3_8_M.1.1","Outer IFE",NA
"H6.MAA000549.3_8_M.1.1","Basal IFE",NA
"K5.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"P18.MAA000549.3_8_M.1.1","Inner Bulge",NA
"A1.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"H9.MAA000549.3_8_M.1.1","Outer Bulge",NA
"M15.MAA000549.3_8_M.1.1","Inner Bulge",NA
"O9.MAA000549.3_8_M.1.1","Outer Bulge",NA
"P21.MAA000549.3_8_M.1.1","Inner Bulge",NA
"K10.MAA000549.3_8_M.1.1","Outer Bulge",NA
"A2.MAA000549.3_8_M.1.1","Inner Bulge",NA
"M17.MAA000549.3_8_M.1.1","Inner Bulge",NA
"F2.MAA000549.3_8_M.1.1","Basal IFE",NA
"H11.MAA000549.3_8_M.1.1","Outer Bulge",NA
"O10.MAA000549.3_8_M.1.1","Outer Bulge",NA
"P22.MAA000549.3_8_M.1.1","Inner Bulge",NA
"K11.MAA000549.3_8_M.1.1","Outer Bulge",NA
"M20.MAA000549.3_8_M.1.1","Inner Bulge",NA
"O14.MAA000549.3_8_M.1.1","Outer Bulge",NA
"A3.MAA000549.3_8_M.1.1","Basal IFE",NA
"F5.MAA000549.3_8_M.1.1","Inner Bulge",NA
"H12.MAA000549.3_8_M.1.1","Outer Bulge",NA
"K12.MAA000549.3_8_M.1.1","Outer Bulge",NA
"O15.MAA000549.3_8_M.1.1","Inner Bulge",NA
"M21.MAA000549.3_8_M.1.1","Inner Bulge",NA
"A4.MAA000549.3_8_M.1.1","Basal IFE",NA
"F8.MAA000549.3_8_M.1.1","Outer Bulge",NA
"H16.MAA000549.3_8_M.1.1","Inner Bulge",NA
"K14.MAA000549.3_8_M.1.1","Inner Bulge",NA
"O16.MAA000549.3_8_M.1.1","Inner Bulge",NA
"N3.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"A5.MAA000549.3_8_M.1.1","Basal IFE",NA
"F11.MAA000549.3_8_M.1.1","Inner Bulge",NA
"H18.MAA000549.3_8_M.1.1","Inner Bulge",NA
"K18.MAA000549.3_8_M.1.1","Inner Bulge",NA
"N4.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"O17.MAA000549.3_8_M.1.1","Inner Bulge",NA
"B1.MAA000549.3_8_M.1.1","Cell Cycle",NA
"F13.MAA000549.3_8_M.1.1","Outer Bulge",NA
"H22.MAA000549.3_8_M.1.1","Inner Bulge",NA
"K19.MAA000549.3_8_M.1.1","Inner Bulge",NA
"N5.MAA000549.3_8_M.1.1","Basal IFE",NA
"O18.MAA000549.3_8_M.1.1","Inner Bulge",NA
"B2.MAA000549.3_8_M.1.1","Basal IFE",NA
"G1.MAA000549.3_8_M.1.1","Basal IFE",NA
"I1.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"K22.MAA000549.3_8_M.1.1","Inner Bulge",NA
"N6.MAA000549.3_8_M.1.1","Intermediate IFE",NA
"O20.MAA000549.3_8_M.1.1","Inner Bulge",NA
"B4.MAA000549.3_8_M.1.1","Basal IFE",NA
"G2.MAA000549.3_8_M.1.1","Basal IFE",NA
"I4.MAA000549.3_8_M.1.1","Basal IFE",NA
"L1.MAA000549.3_8_M.1.1","Outer IFE",NA
"N7.MAA000549.3_8_M.1.1","Outer IFE",NA
"O21.MAA000549.3_8_M.1.1","Inner Bulge",NA
"B5.MAA000549.3_8_M.1.1","Cell Cycle",NA
"G3.MAA000549.3_8_M.1.1","Basal IFE",NA
"I5.MAA000549.3_8_M.1.1","Outer IFE",NA
"L2.MAA000549.3_8_M.1.1","Outer IFE",NA
"N9.MAA000549.3_8_M.1.1","Outer Bulge",NA
"P1.MAA000549.3_8_M.1.1","Basal IFE",NA
"C3.MAA000597.3_9_M.1.1","Basal IFE",NA
"C9.MAA000597.3_9_M.1.1","Outer Bulge",NA
"G7.MAA000597.3_9_M.1.1","Intermediate IFE",NA
"J7.MAA000597.3_9_M.1.1","Basal IFE",NA
"G5.MAA000597.3_9_M.1.1","Basal IFE",NA
"L12.MAA000597.3_9_M.1.1","Outer Bulge",NA
"N2.MAA000597.3_9_M.1.1","Basal IFE",NA
"O9.MAA000597.3_9_M.1.1","Outer Bulge",NA
"J5.MAA000597.3_9_M.1.1","Basal IFE",NA
