"","plate.barcode","annotation","subannotation"
"A1.D041904.3_10_M.1.1","D041904","Proliferating",NA
"A3.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"A2.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"A4.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"A5.D041904.3_10_M.1.1","D041904","Proliferating",NA
"A6.D041904.3_10_M.1.1","D041904","Proliferating",NA
"A7.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"A8.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B11.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"C15.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D18.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"E21.D041904.3_10_M.1.1","D041904","Filiform",NA
"G3.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"B12.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"C16.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"E22.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"G4.D041904.3_10_M.1.1","D041904","Proliferating",NA
"H6.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"I11.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"H5.D041904.3_10_M.1.1","D041904","Proliferating",NA
"J13.D041904.3_10_M.1.1","D041904","Filiform",NA
"K16.D041904.3_10_M.1.1","D041904","Filiform",NA
"L20.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"I9.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J12.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"K15.D041904.3_10_M.1.1","D041904","Proliferating",NA
"L19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M21.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"O3.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"P5.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M22.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"F1.D041904.3_10_M.1.1","D041904","Proliferating",NA
"G5.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"H7.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"I12.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J14.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"K17.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"L21.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"N1.D041904.3_10_M.1.1","D041904","Proliferating",NA
"O4.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O5.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"P7.D041904.3_10_M.1.1","D041904","Proliferating",NA
"P6.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B13.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"C17.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D20.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"J15.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"K18.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"L22.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"N2.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O6.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"P8.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B15.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"C19.D041904.3_10_M.1.1","D041904","Filiform",NA
"D22.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"B14.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"C18.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D21.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"F2.D041904.3_10_M.1.1","D041904","Proliferating",NA
"G6.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"H8.D041904.3_10_M.1.1","D041904","Proliferating",NA
"I13.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"F3.D041904.3_10_M.1.1","D041904","Proliferating",NA
"P9.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B16.D041904.3_10_M.1.1","D041904","Filiform",NA
"C20.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"E1.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"F4.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"G8.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"G7.D041904.3_10_M.1.1","D041904","Proliferating",NA
"H11.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"I15.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J17.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"H10.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"I14.D041904.3_10_M.1.1","D041904","Filiform",NA
"J16.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"K19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M1.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"N3.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O7.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"K20.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B17.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"C21.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"E2.D041904.3_10_M.1.1","D041904","Proliferating",NA
"F5.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"G9.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"H12.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"I16.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J18.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"K22.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"M2.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M3.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"N6.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"O9.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"N5.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"O8.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"P10.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"P11.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"H13.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"I17.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"L1.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M4.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"N7.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"O10.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"P12.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"B19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D1.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B18.D041904.3_10_M.1.1","D041904","Proliferating",NA
"C22.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"F6.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"G10.D041904.3_10_M.1.1","D041904","Proliferating",NA
"E4.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"N8.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O11.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"P13.D041904.3_10_M.1.1","D041904","Proliferating",NA
"B20.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D2.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"E5.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"F7.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"F9.D041904.3_10_M.1.1","D041904","Proliferating",NA
"G12.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"H16.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"G11.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"H15.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"I18.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"J20.D041904.3_10_M.1.1","D041904","Filiform",NA
"L2.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M5.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"I19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"A19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B21.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D3.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"E6.D041904.3_10_M.1.1","D041904","Proliferating",NA
"F10.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"G13.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"H17.D041904.3_10_M.1.1","D041904","Filiform",NA
"I20.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"J21.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J22.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"L4.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M7.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"L3.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"M6.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"N10.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O12.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"P14.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"N11.D041904.3_10_M.1.1","D041904","Proliferating",NA
"F11.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"G14.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"H18.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"I21.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"K1.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"L5.D041904.3_10_M.1.1","D041904","Proliferating",NA
"M8.D041904.3_10_M.1.1","D041904","Proliferating",NA
"N12.D041904.3_10_M.1.1","D041904","Filiform",NA
"O14.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"P18.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O13.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"A21.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"P15.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"A20.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B22.D041904.3_10_M.1.1","D041904","Filiform",NA
"D4.D041904.3_10_M.1.1","D041904","Proliferating",NA
"E7.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"C1.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M9.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"N13.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O15.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"P19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"A22.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"C2.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D6.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D5.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"E9.D041904.3_10_M.1.1","D041904","Proliferating",NA
"F13.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"E8.D041904.3_10_M.1.1","D041904","Proliferating",NA
"F12.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"G15.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"H19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"I22.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"K2.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"L6.D041904.3_10_M.1.1","D041904","Proliferating",NA
"G16.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B1.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"C3.D041904.3_10_M.1.1","D041904","Proliferating",NA
"D7.D041904.3_10_M.1.1","D041904","Proliferating",NA
"E10.D041904.3_10_M.1.1","D041904","Proliferating",NA
"F14.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"G17.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"H21.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"H20.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J2.D041904.3_10_M.1.1","D041904","Proliferating",NA
"K4.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"L8.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J1.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"K3.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"L7.D041904.3_10_M.1.1","D041904","Proliferating",NA
"M10.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"N14.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O16.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"P20.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M11.D041904.3_10_M.1.1","D041904","Proliferating",NA
"E11.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"F15.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"G18.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"H22.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J3.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"K5.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"L9.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"M12.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"N16.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O18.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"N15.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"P22.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"P21.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B2.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"C4.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D8.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B3.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J4.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"K6.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"L10.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M13.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"N17.D041904.3_10_M.1.1","D041904","Filiform",NA
"O19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B4.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"C5.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"C6.D041904.3_10_M.1.1","D041904","Proliferating",NA
"D10.D041904.3_10_M.1.1","D041904","Proliferating",NA
"E13.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D9.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"E12.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"F16.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"G19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"I1.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"F18.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B5.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"C7.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D12.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"E14.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"F19.D041904.3_10_M.1.1","D041904","Proliferating",NA
"G21.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"I3.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"G20.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J6.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"K8.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"L12.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"I2.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J5.D041904.3_10_M.1.1","D041904","Proliferating",NA
"K7.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"L11.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M14.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"N18.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O20.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"M15.D041904.3_10_M.1.1","D041904","Filiform",NA
"E16.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"F20.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"G22.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"I4.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"J7.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"K9.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"L14.D041904.3_10_M.1.1","D041904","Proliferating",NA
"M16.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"N19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"N20.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O22.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O21.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"B6.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"C8.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"D13.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B7.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"C9.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D14.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"E17.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"I5.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J8.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"K10.D041904.3_10_M.1.1","D041904","Proliferating",NA
"L15.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M17.D041904.3_10_M.1.1","D041904","Filiform",NA
"N21.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"F21.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"H1.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B8.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"P1.D041904.3_10_M.1.1","D041904","Proliferating",NA
"C10.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J9.D041904.3_10_M.1.1","D041904","Proliferating",NA
"K11.D041904.3_10_M.1.1","D041904","Proliferating",NA
"L16.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M18.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"N22.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"D15.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"E18.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"F22.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"H2.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"I6.D041904.3_10_M.1.1","D041904","Proliferating",NA
"P2.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"E19.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"G1.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"H3.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"I7.D041904.3_10_M.1.1","D041904","Proliferating",NA
"B9.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"C11.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D16.D041904.3_10_M.1.1","D041904","Filiform",NA
"L17.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"M19.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O1.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"J10.D041904.3_10_M.1.1","D041904","Maturing/nonkeratinized",NA
"K12.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"P3.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"D17.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"E20.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"G2.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"H4.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"B10.D041904.3_10_M.1.1","D041904","Proliferating",NA
"C12.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"K13.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"L18.D041904.3_10_M.1.1","D041904","Stratified/differentiated keratinocytes",NA
"M20.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"O2.D041904.3_10_M.1.1","D041904","Basal/differentiating",NA
"P4.D041904.3_10_M.1.1","D041904","Proliferating",NA
"I8.D041904.3_10_M.1.1","D041904","Proliferating",NA
"J11.D041904.3_10_M.1.1","D041904","Proliferating",NA
"C12.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N16.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"O18.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A9.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B11.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"C13.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D15.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E18.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"D14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F20.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H1.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"I3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E17.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F19.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"G22.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"I2.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"J5.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K7.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L9.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B12.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
