"","plate.barcode","annotation","subannotation"
"C14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D16.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"E19.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"F21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H2.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"I4.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"J7.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K9.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"L11.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K8.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M16.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N18.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O20.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L10.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M15.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N17.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"O19.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"A10.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"I5.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J8.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K10.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L12.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M17.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N19.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A12.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"B14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C16.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D18.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"A11.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"B13.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"C15.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"D17.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E20.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F22.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O22.D041911.3_8_M.1.1","D041911","Filiform",NA
"A13.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"B15.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C17.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D19.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"E22.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G2.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"H5.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G1.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"I7.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J10.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K12.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"I6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J9.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"K11.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"L13.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M18.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N20.D041911.3_8_M.1.1","D041911","Filiform",NA
"L14.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"C18.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D20.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F1.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"G3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"I8.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J11.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K13.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"L16.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M20.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M19.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N22.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"P2.D041911.3_8_M.1.1","D041911","Proliferating",NA
"N21.D041911.3_8_M.1.1","D041911","Proliferating",NA
"P1.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"A14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B16.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J12.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"K14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L17.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O1.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"P3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A16.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"B18.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"A15.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C20.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D22.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B17.D041911.3_8_M.1.1","D041911","Filiform",NA
"C19.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F2.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H7.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"I9.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"G5.D041911.3_8_M.1.1","D041911","Proliferating",NA
"A17.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B19.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E1.D041911.3_8_M.1.1","D041911","Proliferating",NA
"F4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H9.D041911.3_8_M.1.1","D041911","Proliferating",NA
"I11.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H8.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K16.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"I10.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J13.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"K15.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L18.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M22.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"O2.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L20.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E2.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F5.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G7.D041911.3_8_M.1.1","D041911","Proliferating",NA
"H10.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"I12.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J15.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K17.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"L21.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"N2.D041911.3_8_M.1.1","D041911","Filiform",NA
"O4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N1.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P5.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A18.D041911.3_8_M.1.1","D041911","Proliferating",NA
"B20.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C22.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A19.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K18.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L22.D041911.3_8_M.1.1","D041911","Proliferating",NA
"N3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O5.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P7.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A20.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B22.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D2.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"E4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F7.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D1.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E3.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"F6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G8.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H11.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"I14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J16.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G9.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C1.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F8.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"G10.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H13.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"H12.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"I16.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J18.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K20.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"I15.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"J17.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K19.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M1.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"N4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P8.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M2.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E7.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F9.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G11.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"H14.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"I17.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J19.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N6.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"O8.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N5.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O7.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"A22.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C2.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B1.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K22.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N7.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O9.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B2.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C3.D041911.3_8_M.1.1","D041911","Proliferating",NA
"C4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E9.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D5.D041911.3_8_M.1.1","D041911","Proliferating",NA
"E8.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F10.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"G12.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H15.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"I18.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J20.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F11.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"A1.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"B3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C5.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D7.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"E10.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F12.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G13.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H17.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"I20.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J22.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H16.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"I19.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L1.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"M5.D041911.3_8_M.1.1","D041911","Proliferating",NA
"N8.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"O10.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"L2.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D8.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E11.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F13.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"G15.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"H18.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"I21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K1.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M7.D041911.3_8_M.1.1","D041911","Proliferating",NA
"N10.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O12.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"N9.D041911.3_8_M.1.1","D041911","Proliferating",NA
"O11.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A2.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"B4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K2.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"L4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M8.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"N11.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O13.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"A4.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"B6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C8.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B5.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"D10.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E13.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F15.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C7.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D9.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E12.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G16.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"H19.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"I22.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G17.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P17.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H20.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J1.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"K3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L5.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"M9.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P19.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P22.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P10.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P12.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P13.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"P16.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A5.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B7.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C9.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"D11.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F16.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G18.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"H21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J2.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K4.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"M10.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N13.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B8.D041911.3_8_M.1.1","D041911","Proliferating",NA
"C10.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"D12.D041911.3_8_M.1.1","D041911","Stratified/differentiated keratinocytes",NA
"O15.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E15.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F17.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G19.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"H22.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L7.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M11.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N14.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O16.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A7.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"J3.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K5.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"E16.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"F18.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"B9.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"G21.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"C11.D041911.3_8_M.1.1","D041911","Proliferating",NA
"D13.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"K6.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"L8.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"I1.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"J4.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"M12.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"A8.D041911.3_8_M.1.1","D041911","Maturing/nonkeratinized",NA
"B10.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"N15.D041911.3_8_M.1.1","D041911","Basal/differentiating",NA
"O17.D041911.3_8_M.1.1","D041911","Filiform",NA
"A13.B002777.3_39_F.1.1","B002777","Basal/differentiating",NA
"B18.B002777.3_39_F.1.1","B002777","Basal/differentiating",NA
"D6.B002777.3_39_F.1.1","B002777","Proliferating",NA
"E20.B002777.3_39_F.1.1","B002777","Basal/differentiating",NA
"G8.B002777.3_39_F.1.1","B002777","Proliferating",NA
"H22.B002777.3_39_F.1.1","B002777","Basal/differentiating",NA
"O22.B002777.3_39_F.1.1","B002777","Stratified/differentiated keratinocytes",NA
"J6.B002777.3_39_F.1.1","B002777","Proliferating",NA
"K14.B002777.3_39_F.1.1","B002777","Filiform",NA
"L22.B002777.3_39_F.1.1","B002777","Basal/differentiating",NA
"N11.B002777.3_39_F.1.1","B002777","Basal/differentiating",NA
"I1.B002777.3_39_F.1.1","B002777","Proliferating",NA
"J7.B002777.3_39_F.1.1","B002777","Proliferating",NA
"K15.B002777.3_39_F.1.1","B002777","Maturing/nonkeratinized",NA
"M1.B002777.3_39_F.1.1","B002777","Proliferating",NA
"N13.B002777.3_39_F.1.1","B002777","Basal/differentiating",NA
"A14.B002777.3_39_F.1.1","B002777","Basal/differentiating",NA
"B19.B002777.3_39_F.1.1","B002777","Stratified/differentiated keratinocytes",NA
"D7.B002777.3_39_F.1.1","B002777","Basal/differentiating",NA
"E21.B002777.3_39_F.1.1","B002777","Stratified/differentiated keratinocytes",NA
"G9.B002777.3_39_F.1.1","B002777","Proliferating",NA
"P1.B002777.3_39_F.1.1","B002777","Proliferating",NA
"D9.B002777.3_39_F.1.1","B002777","Maturing/nonkeratinized",NA
"E22.B002777.3_39_F.1.1","B002777","Basal/differentiating",NA
"G11.B002777.3_39_F.1.1","B002777","Maturing/nonkeratinized",NA
"I2.B002777.3_39_F.1.1","B002777","Proliferating",NA
"A15.B002777.3_39_F.1.1","B002777","Stratified/differentiated keratinocytes",NA
"B20.B002777.3_39_F.1.1","B002777","Basal/differentiating",NA
